annotation	node
a00002475	19399
a00002476	19400
a00002477	19401
a00002478	19402
a00002479	19403
a00002480	19404
a00002481	19405
a00002482	19406
a00002483	19407
a00002484	19408
a00002485	19409
a00002486	19410
a00002487	19411
a00002488	19412
a00002489	19413
a00002490	19414
a00002491	19415
a00002492	19416
a00002493	19417
a00002494	19418
a00002495	19419
a00002496	19420
a00002497	19421
a00002498	19422
a00002499	19423
a00002500	19424
a00002501	19425
a00002502	19426
a00002503	19427
a00002504	19428
a00002505	19429
a00002506	19430
a00002507	19431
a00002508	19432
a00002509	19433
a00002510	19434
a00002511	19435
a00002512	19436
a00002513	19437
a00002514	19438
a00002515	19439
a00002516	19440
a00002517	19441
a00002518	19442
a00002519	19443
a00002520	19444
a00002521	19445
a00002522	19446
a00002523	19447
a00002524	19448
a00002525	19449
a00002526	19450
a00002527	19451
a00002528	19452
a00002529	19453
a00002530	19454
a00002531	19455
a00002532	19456
a00002533	19457
a00002534	19458
a00002535	19459
a00002536	19460
a00002537	19461
a00002538	19462
a00002539	19463
a00002540	19464
a00002541	19465
a00002542	19466
a00002543	19467
a00002289	19468
a00002290	19469
a00002291	19470
a00002292	19471
a00002293	19472
a00002294	19473
a00002295	19474
a00002296	19475
a00002297	19476
a00002298	19477
a00002299	19478
a00002300	19479
a00002301	19480
a00002302	19481
a00002303	19482
a00002304	19483
a00001545	19484
a00001546	19485
a00001547	19486
a00001548	19487
a00001549	19488
a00001550	19489
a00001551	19490
a00001552	19491
a00001553	19492
a00001554	19493
a00001555	19494
a00001556	19495
a00001557	19496
a00001558	19497
a00001559	19498
a00001560	19499
a00001561	19500
a00001562	19501
a00001563	19502
a00001564	19503
a00001565	19504
a00001566	19505
a00001567	19506
a00001568	19507
a00001569	19508
a00001570	19509
a00001571	19510
a00001572	19511
a00001573	19512
a00001574	19513
a00001575	19514
a00001576	19515
a00001577	19516
a00001578	19517
a00001579	19518
a00001580	19519
a00001581	19520
a00001582	19521
a00001583	19522
a00001584	19523
a00001585	19524
a00001586	19525
a00001587	19526
a00001588	19527
a00001589	19528
a00001590	19529
a00001591	19530
a00001592	19531
a00001593	19532
a00001594	19533
a00001595	19534
a00001596	19535
a00001597	19536
a00001598	19537
a00001599	19538
a00001600	19539
a00001601	19540
a00001602	19541
a00001603	19542
a00001604	19543
a00001605	19544
a00001606	19545
a00001607	19546
a00001608	19547
a00001609	19548
a00001610	19549
a00001611	19550
a00001612	19551
a00001613	19552
a00001614	19553
a00001615	19554
a00001616	19555
a00001617	19556
a00001618	19557
a00002245	19558
a00002246	19559
a00002247	19560
a00002248	19561
a00002249	19562
a00002250	19563
a00002251	19564
a00002252	19565
a00002253	19566
a00002254	19567
a00002255	19568
a00002544	19569
a00002545	19570
a00002546	19571
a00002547	19572
a00002548	19573
a00002549	19574
a00002550	19575
a00002551	19576
a00002552	19577
a00002553	19578
a00000219	19579
a00000220	19580
a00000221	19581
a00000222	19582
a00000223	19583
a00000224	19584
a00000225	19585
a00000226	19586
a00000227	19587
a00000228	19588
a00000229	19589
a00000230	19590
a00000231	19591
a00000232	19592
a00001815	19593
a00001816	19594
a00001817	19595
a00001818	19596
a00001819	19597
a00001820	19598
a00001821	19599
a00001822	19600
a00001823	19601
a00001824	19602
a00001825	19603
a00001826	19604
a00001827	19605
a00001828	19606
a00001829	19607
a00001830	19608
a00001831	19609
a00001832	19610
a00001833	19611
a00001834	19612
a00001835	19613
a00001836	19614
a00001837	19615
a00001838	19616
a00001839	19617
a00001840	19618
a00001841	19619
a00001842	19620
a00001843	19621
a00001844	19622
a00001845	19623
a00001846	19624
a00001847	19625
a00001848	19626
a00001849	19627
a00001850	19628
a00001851	19629
a00001852	19630
a00001853	19631
a00001854	19632
a00001855	19633
a00001856	19634
a00001857	19635
a00001858	19636
a00001859	19637
a00001860	19638
a00001861	19639
a00001862	19640
a00001863	19641
a00001864	19642
a00001865	19643
a00001866	19644
a00001867	19645
a00001868	19646
a00001869	19647
a00001870	19648
a00001871	19649
a00001872	19650
a00001873	19651
a00001874	19652
a00001875	19653
a00001876	19654
a00001877	19655
a00001878	19656
a00001879	19657
a00001880	19658
a00001881	19659
a00001882	19660
a00001883	19661
a00001884	19662
a00001885	19663
a00001886	19664
a00001887	19665
a00001888	19666
a00001889	19667
a00001890	19668
a00001891	19669
a00001892	19670
a00001893	19671
a00001894	19672
a00001895	19673
a00001896	19674
a00001897	19675
a00001898	19676
a00001899	19677
a00001900	19678
a00001901	19679
a00001902	19680
a00001903	19681
a00001904	19682
a00001905	19683
a00001906	19684
a00001907	19685
a00001908	19686
a00001909	19687
a00001910	19688
a00001911	19689
a00001912	19690
a00001913	19691
a00001914	19692
a00001915	19693
a00001916	19694
a00001917	19695
a00001918	19696
a00001919	19697
a00001920	19698
a00001921	19699
a00001922	19700
a00001923	19701
a00001924	19702
a00001925	19703
a00001926	19704
a00001927	19705
a00001928	19706
a00001929	19707
a00001930	19708
a00001931	19709
a00001932	19710
a00001933	19711
a00001934	19712
a00001935	19713
a00001936	19714
a00001937	19715
a00001938	19716
a00001939	19717
a00001940	19718
a00001941	19719
a00001942	19720
a00001943	19721
a00001944	19722
a00001945	19723
a00001946	19724
a00001947	19725
a00001948	19726
a00001949	19727
a00001950	19728
a00001951	19729
a00001952	19730
a00001953	19731
a00001954	19732
a00001955	19733
a00001956	19734
a00001957	19735
a00001958	19736
a00001959	19737
a00001960	19738
a00001961	19739
a00001962	19740
a00001963	19741
a00001964	19742
a00001965	19743
a00001966	19744
a00001967	19745
a00001968	19746
a00001969	19747
a00001970	19748
a00001971	19749
a00001972	19750
a00001973	19751
a00001974	19752
a00001975	19753
a00001976	19754
a00001977	19755
a00001978	19756
a00001979	19757
a00001980	19758
a00001981	19759
a00001982	19760
a00001983	19761
a00001984	19762
a00001985	19763
a00001986	19764
a00001987	19765
a00001988	19766
a00001989	19767
a00001990	19768
a00001991	19769
a00001992	19770
a00001993	19771
a00001994	19772
a00001995	19773
a00001996	19774
a00001997	19775
a00001998	19776
a00001999	19777
a00002000	19778
a00002001	19779
a00002002	19780
a00002003	19781
a00002004	19782
a00002005	19783
a00002006	19784
a00002007	19785
a00002008	19786
a00002009	19787
a00002010	19788
a00002011	19789
a00002012	19790
a00002013	19791
a00002014	19792
a00002015	19793
a00002016	19794
a00002017	19795
a00001457	19796
a00001458	19797
a00001459	19798
a00001460	19799
a00001461	19800
a00001462	19801
a00001463	19802
a00001464	19803
a00001465	19804
a00001466	19805
a00001467	19806
a00001468	19807
a00001469	19808
a00001470	19809
a00001471	19810
a00001472	19811
a00001473	19812
a00001474	19813
a00001475	19814
a00001476	19815
a00001477	19816
a00001478	19817
a00001479	19818
a00001480	19819
a00001481	19820
a00001482	19821
a00001483	19822
a00001484	19823
a00001485	19824
a00001486	19825
a00001487	19826
a00001488	19827
a00001489	19828
a00001490	19829
a00001491	19830
a00001492	19831
a00001493	19832
a00001494	19833
a00001495	19834
a00001496	19835
a00001497	19836
a00001498	19837
a00001499	19838
a00001500	19839
a00001501	19840
a00001502	19841
a00001503	19842
a00001504	19843
a00001505	19844
a00001506	19845
a00001507	19846
a00001508	19847
a00001509	19848
a00001510	19849
a00002275	19850
a00002276	19851
a00002277	19852
a00002278	19853
a00002279	19854
a00002280	19855
a00002281	19856
a00002282	19857
a00002283	19858
a00002284	19859
a00002285	19860
a00002286	19861
a00002287	19862
a00002288	19863
a00001676	19864
a00001677	19865
a00001678	19866
a00001679	19867
a00001680	19868
a00001681	19869
a00001682	19870
a00001683	19871
a00001684	19872
a00001685	19873
a00001686	19874
a00001687	19875
a00001688	19876
a00001689	19877
a00001690	19878
a00001691	19879
a00001692	19880
a00001693	19881
a00001694	19882
a00001695	19883
a00001696	19884
a00001697	19885
a00001698	19886
a00001699	19887
a00001700	19888
a00001701	19889
a00001702	19890
a00001703	19891
a00001704	19892
a00000983	19893
a00000984	19894
a00000985	19895
a00000986	19896
a00000987	19897
a00000988	19898
a00000989	19899
a00000990	19900
a00000991	19901
a00000992	19902
a00000993	19903
a00000994	19904
a00000995	19905
a00000996	19906
a00000997	19907
a00000998	19908
a00002554	19909
a00002555	19910
a00002556	19911
a00002557	19912
a00002558	19913
a00002559	19914
a00002560	19915
a00002561	19916
a00002562	19917
a00002117	19918
a00002118	19919
a00002119	19920
a00002120	19921
a00002121	19922
a00002122	19923
a00002123	19924
a00002124	19925
a00002125	19926
a00002126	19927
a00002127	19928
a00002128	19929
a00002129	19930
a00002130	19931
a00000099	19932
a00000100	19933
a00000101	19934
a00000102	19935
a00000103	19936
a00000104	19937
a00000105	19938
a00000106	19939
a00000107	19940
a00000108	19941
a00000109	19942
a00000110	19943
a00000111	19944
a00000112	19945
a00002131	19946
a00002132	19947
a00002133	19948
a00002134	19949
a00002135	19950
a00002136	19951
a00002137	19952
a00002138	19953
a00002139	19954
a00002140	19955
a00002141	19956
a00002142	19957
a00002143	19958
a00002144	19959
a00002145	19960
a00002146	19961
a00002147	19962
a00002148	19963
a00002149	19964
a00002150	19965
a00002151	19966
a00002152	19967
a00002153	19968
a00002154	19969
a00002155	19970
a00002156	19971
a00002157	19972
a00002158	19973
a00002159	19974
a00002160	19975
a00002161	19976
a00002162	19977
a00002163	19978
a00002164	19979
a00002165	19980
a00002166	19981
a00002167	19982
a00002168	19983
a00002169	19984
a00002170	19985
a00002171	19986
a00002172	19987
a00002173	19988
a00002174	19989
a00002175	19990
a00002176	19991
a00002177	19992
a00002178	19993
a00002179	19994
a00002563	19995
a00002564	19996
a00002565	19997
a00002566	19998
a00000660	19999
a00000661	20000
a00000662	20001
a00000663	20002
a00000664	20003
a00000665	20004
a00000666	20005
a00000667	20006
a00000668	20007
a00000669	20008
a00000670	20009
a00000671	20010
a00000672	20011
a00000673	20012
a00000674	20013
a00000675	20014
a00000051	20015
a00000052	20016
a00000053	20017
a00000054	20018
a00000055	20019
a00000056	20020
a00000057	20021
a00000058	20022
a00000059	20023
a00000060	20024
a00000061	20025
a00000062	20026
a00000063	20027
a00000064	20028
a00000065	20029
a00000066	20030
a00001031	20031
a00001032	20032
a00001033	20033
a00001034	20034
a00001035	20035
a00001036	20036
a00001037	20037
a00001038	20038
a00001039	20039
a00001040	20040
a00001041	20041
a00001042	20042
a00001043	20043
a00001044	20044
a00001045	20045
a00001046	20046
a00001047	20047
a00001048	20048
a00001049	20049
a00001050	20050
a00001051	20051
a00001052	20052
a00001053	20053
a00001054	20054
a00001055	20055
a00001056	20056
a00001057	20057
a00001058	20058
a00001059	20059
a00001060	20060
a00001061	20061
a00001062	20062
a00001063	20063
a00001064	20064
a00001065	20065
a00001066	20066
a00001067	20067
a00001068	20068
a00001069	20069
a00001070	20070
a00001071	20071
a00001072	20072
a00001073	20073
a00001074	20074
a00001075	20075
a00001076	20076
a00001077	20077
a00001078	20078
a00001079	20079
a00001080	20080
a00001081	20081
a00001082	20082
a00001083	20083
a00001084	20084
a00001085	20085
a00001086	20086
a00001087	20087
a00001088	20088
a00001089	20089
a00001090	20090
a00001091	20091
a00001092	20092
a00001093	20093
a00001094	20094
a00001095	20095
a00001096	20096
a00001097	20097
a00001098	20098
a00001099	20099
a00001100	20100
a00001101	20101
a00001102	20102
a00001103	20103
a00001104	20104
a00001105	20105
a00001106	20106
a00001107	20107
a00001108	20108
a00001109	20109
a00001110	20110
a00001111	20111
a00001112	20112
a00001113	20113
a00001114	20114
a00001115	20115
a00001116	20116
a00001117	20117
a00001118	20118
a00001119	20119
a00001120	20120
a00001121	20121
a00001122	20122
a00001123	20123
a00001124	20124
a00001125	20125
a00001126	20126
a00001127	20127
a00001128	20128
a00001129	20129
a00001130	20130
a00001131	20131
a00001132	20132
a00001133	20133
a00001134	20134
a00001135	20135
a00001136	20136
a00001137	20137
a00001138	20138
a00001139	20139
a00001140	20140
a00001141	20141
a00001142	20142
a00001143	20143
a00001144	20144
a00001145	20145
a00001146	20146
a00001147	20147
a00001148	20148
a00001149	20149
a00001150	20150
a00001151	20151
a00001152	20152
a00001153	20153
a00001154	20154
a00001155	20155
a00001156	20156
a00001157	20157
a00001158	20158
a00001159	20159
a00001160	20160
a00001161	20161
a00001162	20162
a00001163	20163
a00001164	20164
a00001165	20165
a00001166	20166
a00001167	20167
a00001168	20168
a00001169	20169
a00001170	20170
a00001171	20171
a00001172	20172
a00001173	20173
a00001174	20174
a00001175	20175
a00001176	20176
a00001177	20177
a00001178	20178
a00001179	20179
a00001180	20180
a00001181	20181
a00001182	20182
a00001183	20183
a00001184	20184
a00001185	20185
a00001186	20186
a00001187	20187
a00001188	20188
a00001189	20189
a00000924	20190
a00000925	20191
a00000926	20192
a00000927	20193
a00000928	20194
a00000929	20195
a00000930	20196
a00000931	20197
a00000932	20198
a00000933	20199
a00000934	20200
a00000935	20201
a00000936	20202
a00000937	20203
a00000938	20204
a00000939	20205
a00002567	20206
a00002568	20207
a00002569	20208
a00002570	20209
a00001648	20210
a00001649	20211
a00001650	20212
a00001651	20213
a00001652	20214
a00001653	20215
a00001654	20216
a00001655	20217
a00001656	20218
a00001657	20219
a00001658	20220
a00001659	20221
a00001660	20222
a00001661	20223
